SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,GQESTIMATES2016,GQESTIMATES2017,GQESTIMATES2018,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RBIRTH2017,RBIRTH2018,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RDEATH2017,RDEATH2018,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RNATURALINC2017,RNATURALINC2018,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RINTERNATIONALMIG2017,RINTERNATIONALMIG2018,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RDOMESTICMIG2017,RDOMESTICMIG2018,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016,RNETMIG2017,RNETMIG2018
050,1,2,42,105,Pennsylvania,Potter County,17457,17449,17456,17455,17562,17453,17190,17085,16952,16835,16622,7,-1,107,-109,-263,-105,-133,-117,-213,51,195,195,221,190,192,175,167,162,59,188,198,212,209,199,227,189,216,-8,7,-3,9,-19,-7,-52,-22,-54,0,0,1,2,4,3,2,2,2,18,-7,109,-119,-252,-101,-82,-95,-161,18,-7,110,-117,-248,-98,-80,-93,-159,-3,-1,0,-1,4,0,-1,-2,0,217,217,217,217,217,217,217,217,217,217,11.171264071,11.137447525,12.623161502,10.969026932,11.203501094,10.282927403,9.8854589043,9.6840720925,10.770244336,11.308792872,12.109096102,12.065929625,11.611962071,13.338425831,11.187734928,12.912096123,0.4010197359,-0.171345347,0.5140654005,-1.096902693,-0.408460977,-3.055498428,-1.302276023,-3.228024031,0,0.0571151155,0.1142367557,0.2309268828,0.1750547046,0.1175191703,0.1183887294,0.1195564456,-0.401019736,6.2255475912,-6.797086963,-14.54839361,-5.893508388,-4.818285983,-5.623464646,-9.62429387,-0.401019736,6.2826627067,-6.682850207,-14.31746673,-5.718453683,-4.700766813,-5.505075917,-9.504737424
050,1,2,42,107,Pennsylvania,Schuylkill County,148289,148291,148285,147519,147120,146665,145391,144129,143521,142666,142067,-6,-766,-399,-455,-1274,-1262,-608,-855,-599,364,1438,1459,1426,1436,1398,1344,1348,1317,418,1936,1950,2014,1912,1984,1923,1972,1801,-54,-498,-491,-588,-476,-586,-579,-624,-484,13,69,60,50,62,55,68,42,48,55,-326,57,102,-865,-728,-89,-266,-155,68,-257,117,152,-803,-673,-21,-224,-107,-20,-11,-25,-19,5,-3,-8,-7,-8,6780,6781,6806,7002,7067,6846,6604,6764,6795,6795,9.7226541899,9.9036447992,9.7077794986,9.8337305174,9.6573639127,9.3446897271,9.4204139252,9.2507717757,13.089748617,13.236536915,13.710706809,13.093379352,13.705443493,13.370415435,13.781199006,12.650447964,-3.367094427,-3.332892115,-4.002927311,-3.259648834,-4.04807958,-4.025725708,-4.360785081,-3.399676188,0.4665251315,0.4072780589,0.3403849754,0.4245761087,0.3799392097,0.4727968017,0.2935143805,0.337157969,-2.204162216,0.386914156,0.6943853498,-5.923521516,-5.02901354,-0.618807579,-1.85892441,-1.088739275,-1.737637084,0.7941922149,1.0347703252,-5.498945408,-4.64907433,-0.146010777,-1.565410029,-0.751581306
050,1,2,42,109,Pennsylvania,Snyder County,39702,39719,39707,39777,39878,40120,40232,40523,40452,40585,40540,-12,70,101,242,112,291,-71,133,-45,98,402,397,422,383,441,457,427,417,111,327,329,369,367,322,340,372,378,-13,75,68,53,16,119,117,55,39,2,20,25,29,23,26,25,27,42,4,-21,15,161,82,151,-213,54,-125,6,-1,40,190,105,177,-188,81,-83,-5,-4,-7,-1,-9,-5,0,-3,-1,2317,2317,2289,2372,2470,2468,2593,2603,2652,2657,10.115243319,9.9679869437,10.550263757,9.5330545599,10.921924339,11.287434393,10.538396041,10.280431433,8.2280710583,8.2606239407,9.2252306308,9.1348068499,7.9747384063,8.3976535968,9.180991399,9.3189522342,1.8871722611,1.707363003,1.3250331258,0.3982477101,2.9471859328,2.8897807965,1.3574046423,0.9614791988,0.5032459363,0.6277069864,0.7250181255,0.5724810832,0.6439229769,0.6174745292,0.666362279,1.0354391371,-0.528408233,0.3766241918,4.0251006275,2.0410195141,3.7397065197,-5.260882989,1.3327245579,-3.081664099,-0.025162297,1.0043311782,4.750118753,2.6135005974,4.3836294966,-4.643408459,1.9990868369,-2.046224961
050,1,2,42,111,Pennsylvania,Somerset County,77742,77737,77763,77275,77012,76588,76151,75396,74892,74356,73952,26,-488,-263,-424,-437,-755,-504,-536,-404,215,635,694,667,702,642,693,685,635,172,1002,862,1029,983,1007,971,969,947,43,-367,-168,-362,-281,-365,-278,-284,-312,2,13,22,39,50,43,51,44,49,-9,-125,-105,-93,-198,-432,-272,-296,-138,-7,-112,-83,-54,-148,-389,-221,-252,-89,-10,-9,-12,-8,-8,-1,-5,0,-3,4533,4533,4593,4742,4929,4954,4963,5030,4975,4973,8.1915401385,8.9962213278,8.6848958333,9.192151317,8.4726190555,9.2222931971,9.1793524871,8.5632602422,12.925863337,11.173980958,13.3984375,12.87163069,13.289606525,12.921856702,12.985098628,12.770720393,-4.734323198,-2.17775963,-4.713541667,-3.679479373,-4.816987469,-3.699563505,-3.805746141,-4.20746015,0.1677008217,0.2851828087,0.5078125,0.6547116323,0.5674807156,0.6786969019,0.5896226415,0.6607870108,-1.612507901,-1.361099769,-1.2109375,-2.592658064,-5.701201607,-3.61971681,-3.966552316,-1.86099199,-1.44480708,-1.07591696,-0.703125,-1.937946431,-5.133720892,-2.941019908,-3.376929674,-1.200204979
050,1,2,42,113,Pennsylvania,Sullivan County,6428,6429,6407,6414,6403,6299,6277,6267,6129,6139,6071,-22,7,-11,-104,-22,-10,-138,10,-68,15,54,68,38,61,52,44,41,39,40,123,109,107,115,95,101,86,98,-25,-69,-41,-69,-54,-43,-57,-45,-59,0,8,5,7,7,6,8,5,6,3,67,27,-43,25,28,-89,50,-15,3,75,32,-36,32,34,-81,55,-9,0,1,-2,1,0,-1,0,0,0,434,430,430,429,433,435,441,438,438,440,8.4236799002,10.610907389,5.983309715,9.7010178117,8.2908163265,7.0990642143,6.6840560809,6.3882063882,19.187270884,17.008660373,16.847740513,18.288804071,15.146683673,16.295579219,14.020215194,16.052416052,-10.76359098,-6.397752984,-10.8644308,-8.58778626,-6.855867347,-9.196515005,-7.336159113,-9.664209664,1.2479525778,0.7802137786,1.1021886317,1.1132315522,0.9566326531,1.290738948,0.8151287903,0.9828009828,10.451602839,4.2131544043,-6.770587309,3.975826972,4.4642857143,-14.3594708,8.1512879035,-2.457002457,11.699555417,4.9933681829,-5.668398677,5.0890585242,5.4209183673,-13.06873185,8.9664166938,-1.474201474
050,1,2,42,115,Pennsylvania,Susquehanna County,43356,43328,43343,43225,42924,42399,42090,41783,41263,40975,40589,15,-118,-301,-525,-309,-307,-520,-288,-386,107,355,394,344,394,378,372,352,337,90,479,446,451,443,433,464,456,463,17,-124,-52,-107,-49,-55,-92,-104,-126,0,3,2,-3,2,2,5,2,2,5,10,-251,-416,-264,-252,-435,-185,-262,5,13,-249,-419,-262,-250,-430,-183,-260,-7,-7,0,1,2,-2,2,-1,0,282,282,282,282,282,282,282,282,282,282,8.2016449496,9.146943087,8.0634764366,9.3266579081,9.0136277467,8.9588902536,8.5605194679,8.2634495611,11.066444876,10.35415385,10.571592654,10.486572217,10.325134429,11.174529779,11.089763856,11.353047913,-2.864799926,-1.207210763,-2.508116217,-1.159914308,-1.311506683,-2.215639525,-2.529244388,-3.089598352,0.0693096756,0.0464311832,-0.070321015,0.0473434412,0.0476911521,0.1204151916,0.0486393152,0.0490412437,0.2310322521,-5.827113489,-9.751180807,-6.249334233,-6.009085164,-10.47612167,-4.499136652,-6.424402923,0.3003419277,-5.780682306,-9.821501822,-6.201990792,-5.961394012,-10.35570648,-4.450497337,-6.375361679
050,1,2,42,117,Pennsylvania,Tioga County,41981,41902,41972,42234,42444,42207,41896,41520,41251,40701,40763,70,262,210,-237,-311,-376,-269,-550,62,116,447,414,451,430,455,431,398,390,83,481,380,464,464,436,440,457,477,33,-34,34,-13,-34,19,-9,-59,-87,0,3,3,1,9,8,10,6,6,40,292,175,-224,-287,-409,-267,-500,146,40,295,178,-223,-278,-401,-257,-494,152,-3,1,-2,-1,1,6,-3,3,-3,1864,1864,1843,1826,1765,1700,1486,1417,1321,1321,10.616820654,9.7782186636,10.655514997,10.225556758,10.909178095,10.414275531,9.7130027333,9.5747814986,11.42436406,8.9751765512,10.962658445,11.034089153,10.453629999,10.631743002,11.152869973,11.710694294,-0.807543405,0.8030421125,-0.307143448,-0.808532395,0.4555480963,-0.21746747,-1.439867239,-2.135912796,0.0712538299,0.070856657,0.0236264191,0.214023281,0.1918097248,0.2416305228,0.1464271769,0.1473043307,6.9353727763,4.1333049907,-5.29231787,-6.824964627,-9.806272178,-6.451534958,-12.20226474,3.5844053815,7.0066266062,4.2041616477,-5.268691451,-6.610941346,-9.614462453,-6.209904435,-12.05583756,3.7317097123
050,1,2,42,119,Pennsylvania,Union County,44947,44963,45000,45100,45159,44729,44965,45551,45514,44756,44785,37,100,59,-430,236,586,-37,-758,29,92,426,375,421,386,418,409,393,407,75,406,360,376,366,353,393,387,424,17,20,15,45,20,65,16,6,-17,8,26,30,39,72,72,77,77,107,18,60,19,-529,152,443,-130,-853,-60,26,86,49,-490,224,515,-53,-776,47,-6,-6,-5,15,-8,6,0,12,-1,9109,9121,9134,9163,8800,8863,9370,9203,8459,8468,9.4561598224,8.3094206672,9.3672125311,8.6070417196,9.2359361881,8.9825948498,8.7072116982,9.090807563,9.012208657,7.9770438405,8.3659665361,8.1610810088,7.7997260153,8.6311974963,8.5742771685,9.4705218838,0.4439511654,0.3323768267,1.001245995,0.4459607109,1.4362101728,0.3513973535,0.1329345297,-0.379714321,0.577136515,0.6647536534,0.867746529,1.6054585591,1.5908789606,1.6910997639,1.7059931317,2.3899666075,1.3318534961,0.4210106471,-11.77020292,3.3893014025,9.7883247161,-2.855103498,-18.89885898,-1.340168191,1.9089900111,1.0857643005,-10.90245639,4.9947599616,11.379203677,-1.164003734,-17.19286585,1.0497984164
050,1,2,42,121,Pennsylvania,Venango County,54984,54992,54976,54682,54192,53817,53354,52956,52480,51823,51266,-16,-294,-490,-375,-463,-398,-476,-657,-557,158,565,531,579,539,524,534,537,500,129,693,652,653,632,660,632,649,675,29,-128,-121,-74,-93,-136,-98,-112,-175,1,3,0,-1,1,0,1,0,0,-41,-167,-369,-299,-371,-260,-378,-545,-383,-40,-164,-369,-300,-370,-260,-377,-545,-383,-5,-2,0,-1,0,-2,-1,0,1,1297,1297,1299,1299,1299,1300,1301,1300,1301,1302,10.304765726,9.7543949887,10.721328778,10.05869125,9.8579625623,10.129367578,10.296923387,9.7003560031,12.639296723,11.977147896,12.091584961,11.794235381,12.416517731,11.988315186,12.444512622,13.095480604,-2.334530996,-2.222752907,-1.370256182,-1.73554413,-2.558555169,-1.858947608,-2.147589235,-3.395124601,0.0547155702,0,-0.018516975,0.0186617648,0,0.0189688531,0,0,-3.045833409,-6.778477874,-5.536575656,-6.923514757,-4.89135547,-7.170226488,-10.45032262,-7.430472698,-2.991117839,-6.778477874,-5.555092631,-6.904852992,-4.89135547,-7.151257635,-10.45032262,-7.430472698
050,1,2,42,123,Pennsylvania,Warren County,41815,41811,41771,41501,41258,40953,40655,40327,40017,39677,39498,-40,-270,-243,-305,-298,-328,-310,-340,-179,99,397,390,397,382,409,394,378,385,119,469,510,532,490,509,482,513,527,-20,-72,-120,-135,-108,-100,-88,-135,-142,0,13,10,9,10,10,12,8,9,-15,-211,-130,-179,-197,-238,-235,-211,-44,-15,-198,-120,-170,-187,-228,-223,-203,-35,-5,0,-3,0,-3,0,1,-2,-2,788,788,768,768,785,760,760,760,760,760,9.5350177731,9.4249568023,9.6580749535,9.3618272718,10.101010101,9.8078263467,9.4862850403,9.7252920745,11.264290518,12.324943511,12.942306991,12.008626605,12.570694722,11.998406851,12.874243983,13.312282918,-1.729272745,-2.899986708,-3.284232037,-2.646799333,-2.469684621,-2.190580504,-3.387958943,-3.586990843,0.3122298011,0.241665559,0.2189488025,0.2450740124,0.2469684621,0.2987155233,0.2007679374,0.2273444901,-5.067729849,-3.141652267,-4.354648405,-4.827958043,-5.877849399,-5.849845664,-5.295254348,-1.111461951,-4.755500048,-2.899986708,-4.135699602,-4.582884031,-5.630880937,-5.55113014,-5.094486411,-0.884117461
050,1,2,42,125,Pennsylvania,Washington County,207820,207841,207929,208027,208273,208028,207946,207727,207418,207296,207346,88,98,246,-245,-82,-219,-309,-122,50,496,1931,2055,1983,2036,1994,1995,1971,1991,535,2495,2468,2586,2502,2589,2513,2521,2511,-39,-564,-413,-603,-466,-595,-518,-550,-520,10,59,89,99,137,115,138,97,109,141,622,600,283,290,295,85,345,476,151,681,689,382,427,410,223,442,585,-24,-19,-30,-24,-43,-34,-14,-14,-15,5925,5925,5911,5642,5666,5616,5512,5536,5488,5490,9.2846358749,9.8726879654,9.5267606852,9.7890733555,9.5940799619,9.6110997362,9.5053458528,9.6034651579,11.996461164,11.856834014,12.423703042,12.029598004,12.456907232,12.106613352,12.157776202,12.111652944,-2.711825289,-1.984146049,-2.896942357,-2.240524648,-2.86282727,-2.495513616,-2.65243035,-2.508187786,0.2836838512,0.4275762671,0.4756174018,0.6586950146,0.5533195565,0.6648279517,0.4677922617,0.5257547475,2.9907009395,2.8825366322,1.359593179,1.3943179141,1.4193849492,0.4094954775,1.6637972193,2.2959565119,3.2743847907,3.3101128994,1.8352105808,2.0530129287,1.9727045057,1.0743234292,2.1315894809,2.8217112594
050,1,2,42,127,Pennsylvania,Wayne County,52822,52850,52848,52725,52231,52184,52045,51812,51332,51215,51276,-2,-123,-494,-47,-139,-233,-480,-117,61,113,409,418,409,420,423,417,409,408,140,592,597,643,594,604,596,628,626,-27,-183,-179,-234,-174,-181,-179,-219,-218,-1,-2,-7,1,4,10,10,5,6,32,70,-314,189,43,-55,-310,100,277,31,68,-321,190,47,-45,-300,105,283,-6,-8,6,-3,-12,-7,-1,-3,-4,3820,3820,3908,3694,3880,3908,3884,3750,3726,3727,7.7481931933,7.9652425778,7.8341234497,8.0591773883,8.1458158815,8.085782983,7.9768301364,7.9616746836,11.214988681,11.376195739,12.316238088,11.397979449,11.63137776,11.556658652,12.248042361,12.215706745,-3.466795487,-3.410953161,-4.482114639,-3.338802061,-3.485561878,-3.470875669,-4.271212225,-4.254032061,-0.037888475,-0.13338923,0.0191543361,0.0767540704,0.1925724795,0.1939036687,0.0975162608,0.1170834512,1.3260966346,-5.983459736,3.6201695159,0.8251062564,-1.059148637,-6.011013728,1.9503252167,5.4053526651,1.2882081593,-6.116848965,3.6393238519,0.9018603268,-0.866576158,-5.81711006,2.0478414776,5.5224361163
050,1,2,42,129,Pennsylvania,Westmoreland County,365169,365194,365146,364510,362885,360769,358975,357034,354814,352321,350611,-48,-636,-1625,-2116,-1794,-1941,-2220,-2493,-1710,826,3186,3154,3182,3161,3195,3091,2895,2829,1000,4403,4316,4433,4476,4620,4460,4570,4453,-174,-1217,-1162,-1251,-1315,-1425,-1369,-1675,-1624,11,59,70,56,105,90,128,82,84,170,573,-488,-909,-532,-567,-961,-886,-143,181,632,-418,-853,-427,-477,-833,-804,-59,-55,-51,-45,-12,-52,-39,-18,-14,-27,7962,7960,8213,8156,7041,7032,7023,7008,6991,6994,8.7328823446,8.6720420129,8.7942580294,8.7836786413,8.9244688265,8.6844382509,8.1879697653,8.0491427336,12.068700867,11.86700486,12.251711453,12.437755646,12.904865721,12.530764995,12.925396141,12.669788827,-3.335818523,-3.194962847,-3.457453424,-3.654077005,-3.980396894,-3.846326744,-4.737426375,-4.620646094,0.1617200434,0.1924676414,0.1547700973,0.2917704073,0.2513934881,0.3596273362,0.2319217688,0.2389989359,1.5706031335,-1.341774414,-2.51225033,-1.478303397,-1.583778975,-2.70001461,-2.505886429,-0.406867236,1.7323231769,-1.149306773,-2.357480232,-1.18653299,-1.332385487,-2.340387274,-2.27396466,-0.1678683
050,1,2,42,131,Pennsylvania,Wyoming County,28276,28283,28241,28306,28380,28132,28165,27808,27542,27381,27046,-42,65,74,-248,33,-357,-266,-161,-335,79,297,301,288,301,290,258,242,241,92,271,288,308,280,312,317,308,321,-13,26,13,-20,21,-22,-59,-66,-80,0,18,12,10,6,3,5,3,3,-28,24,53,-239,10,-340,-213,-97,-259,-28,42,65,-229,16,-337,-208,-94,-256,-1,-3,-4,1,-4,2,1,-1,1,602,602,633,648,628,631,606,592,618,617,10.50453605,10.61990615,10.192525481,10.693287387,10.362138888,9.3224932249,8.8123372722,8.8558987267,9.5849470352,10.161239107,10.900339751,9.9472440805,11.148232183,11.45438121,11.215701983,11.795616146,0.9195890144,0.458667043,-0.70781427,0.746043306,-0.786093295,-2.131887986,-2.403364711,-2.93971742,0.6366385485,0.4233849628,0.3539071348,0.2131552303,0.1071945402,0.1806684734,0.1092438505,0.1102394032,0.848851398,1.8699502523,-8.458380521,0.3552587172,-12.14871456,-7.696476965,-3.532217832,-9.517335146,1.4854899464,2.293335215,-8.104473386,0.5684139475,-12.04152002,-7.515808491,-3.422973982,-9.407095743
050,1,2,42,133,Pennsylvania,York County,434972,435008,435403,436643,437449,438936,440496,441800,443777,445722,448273,395,1240,806,1487,1560,1304,1977,1945,2551,1226,4947,4903,4859,4970,4957,4976,4893,4859,961,3750,3668,3866,3839,4146,4154,4154,4081,265,1197,1235,993,1131,811,822,739,778,87,564,518,598,714,620,733,623,839,99,-483,-895,-54,-204,-70,450,614,969,186,81,-377,544,510,550,1183,1237,1808,-56,-38,-52,-50,-81,-57,-28,-31,-35,8466,8471,8735,8742,8740,8739,8740,8739,8689,8691,11.345731762,11.218498739,11.088733833,11.302749957,11.236591801,11.237870902,11.001698709,10.870306881,8.600463737,8.3927092343,8.8226065028,8.7306352282,9.3982064976,9.3814541254,9.3400891963,9.1298049765,2.7452680249,2.825789505,2.2661273299,2.5721147286,1.8383853038,1.8564167769,1.6616095128,1.7405019044,1.293509746,1.18522993,1.3646970224,1.6237753459,1.40542403,1.6554178801,1.4007885338,1.876967992,-1.107739729,-2.047839358,-0.12323351,-0.463935813,-0.158676907,1.0162865567,1.3805524233,2.167797359,0.1857700167,-0.862609428,1.241463512,1.1598395328,1.2467471234,2.6717044368,2.7813409571,4.044765351
040,1,1,44,000,Rhode Island,Rhode Island,1052567,1052957,1053938,1053536,1054601,1055122,1056017,1056173,1057063,1056486,1057315,981,-402,1065,521,895,156,890,-577,829,2873,11003,11009,10869,10726,10876,10902,10768,10575,2338,9767,9321,9636,9696,10071,9822,9816,9830,535,1236,1688,1233,1030,805,1080,952,745,1669,4491,4411,3825,3495,4541,4276,2410,2755,-1174,-6155,-4996,-4505,-3534,-5143,-4443,-3908,-2639,495,-1664,-585,-680,-39,-602,-167,-1498,116,-49,26,-38,-32,-96,-47,-23,-31,-32,43027,43031,41950,41851,41471,42034,41848,41898,41701,41231,10.441884455,10.444292757,10.303722337,10.161339448,10.298315966,10.317825364,10.189496435,10.005672246,9.2689162476,8.8428788072,9.1348485085,9.1855628644,9.5360739327,9.2956962687,9.2886419951,9.3007809155,1.1729682074,1.6014139499,1.1688738285,0.9757765832,0.7622420332,1.0221290949,0.9008544396,0.7048913308,4.2619742877,4.1847375194,3.626068446,3.3110088914,4.2998025746,4.0468740832,2.2805243692,2.6066786798,-5.841115952,-4.739729913,-4.270702836,-3.347955772,-4.869827052,-4.204925527,-3.698045326,-2.496923788,-1.579141664,-0.554992394,-0.64463439,-0.03694688,-0.570024477,-0.158051443,-1.417520956,0.1097548918
050,1,1,44,001,Rhode Island,Bristol County,49875,49847,49817,49227,49267,49249,49073,49115,48863,48800,48649,-30,-590,40,-18,-176,42,-252,-63,-151,106,361,342,345,354,343,337,315,324,145,472,444,482,522,529,557,514,514,-39,-111,-102,-137,-168,-186,-220,-199,-190,14,36,99,59,70,81,58,14,10,1,-540,49,61,-75,154,-89,127,32,15,-504,148,120,-5,235,-31,141,42,-6,25,-6,-1,-3,-7,-1,-5,-3,3242,3242,2661,2687,2712,2749,2780,2708,2811,2771,7.289689431,6.944585457,7.0039384465,7.2008299262,6.9865971402,6.8790953071,6.4507541239,6.6496321153,9.5311174831,9.0157776108,9.7852125543,10.618172942,10.775247484,11.369899365,10.525992443,10.549107738,-2.241428052,-2.071192154,-2.781274108,-3.417343016,-3.788650344,-4.490804058,-4.07523832,-3.899475623,0.7269496385,2.0102747375,1.1977749807,1.4238929233,1.6498961177,1.1839392517,0.2867001833,0.2052355591,-10.90424458,0.9949844661,1.2383775224,-1.525599561,3.1368395323,-1.816734369,2.6007802341,0.6567537892,-10.17729494,3.0052592036,2.4361525031,-0.101706637,4.78673565,-0.632795117,2.8874804174,0.8619893483
050,1,1,44,003,Rhode Island,Kent County,166158,166113,166031,165261,164629,164367,164503,163750,163651,163541,163861,-82,-770,-632,-262,136,-753,-99,-110,320,407,1592,1624,1594,1526,1612,1625,1564,1526,423,1763,1703,1769,1727,1758,1725,1728,1705,-16,-171,-79,-175,-201,-146,-100,-164,-179,90,197,121,48,46,82,77,2,-2,-139,-790,-661,-116,315,-677,-67,61,506,-49,-593,-540,-68,361,-595,10,63,504,-17,-6,-13,-19,-24,-12,-9,-9,-5,1536,1536,1274,1272,1268,1514,1209,1148,1158,1161,9.6108568876,9.8457061445,9.6900874175,9.2802627178,9.8216924141,9.9266648544,9.5601359446,9.3218734156,10.643178827,10.324653672,10.753930139,10.502630219,10.711250164,10.537536538,10.562605443,10.415330389,-1.03232194,-0.478947528,-1.063842721,-1.222367501,-0.88955775,-0.610871683,-1.002469498,-1.093456973,1.1892831701,0.7335778593,0.2917968608,0.2797457962,0.4996146265,0.4703711962,0.0122252378,-0.012217396,-4.769206621,-4.007396405,-0.705175747,1.915650561,-4.124867099,-0.409284028,0.3728697523,3.0910012767,-3.579923451,-3.273818546,-0.413378886,2.1953963572,-3.625252473,0.0610871683,0.3850949901,3.0787838804
050,1,1,44,005,Rhode Island,Newport County,82888,83141,83175,83199,83202,83452,83350,83268,83197,83018,82542,34,24,3,250,-102,-82,-71,-179,-476,180,739,720,693,648,610,675,707,682,158,680,691,677,680,679,792,735,740,22,59,29,16,-32,-69,-117,-28,-58,114,190,371,258,199,325,234,89,54,-97,-214,-396,-11,-260,-333,-183,-236,-468,17,-24,-25,247,-61,-8,51,-147,-414,-5,-11,-1,-13,-9,-5,-5,-4,-4,3825,3831,3828,3841,3785,3704,3838,3875,3754,3866,8.8835996009,8.6537941479,8.316632064,7.7696910109,7.3221380643,8.1098128736,8.5070541167,8.2387050012,8.1743541659,8.3052385502,8.1246174709,8.1533794559,8.1503799109,9.5155137717,8.843967151,8.9393573327,0.709245435,0.3485555976,0.1920145931,-0.383688445,-0.828241847,-1.405700898,-0.336913034,-0.700652331,2.2840107228,4.4591078179,3.0962353139,2.3860625172,3.9011391326,2.8114017962,1.0709021448,0.652331481,-2.57251734,-4.759586781,-0.132010033,-3.117468615,-3.997167173,-2.198660379,-2.839695575,-5.653539502,-0.288506618,-0.300478963,2.9642252811,-0.731406098,-0.09602804,0.6127414171,-1.76879343,-5.001208021
050,1,1,44,007,Rhode Island,Providence County,626667,626762,627814,629324,631212,631621,632737,633856,635230,634758,636084,1052,1510,1888,409,1116,1119,1374,-472,1326,1941,7358,7399,7338,7288,7449,7368,7259,7137,1376,5776,5482,5647,5700,5854,5610,5722,5695,565,1582,1917,1691,1588,1595,1758,1537,1442,1399,3912,3708,3396,3115,3964,3817,2278,2664,-899,-3996,-3725,-4700,-3550,-4432,-4200,-4285,-2769,500,-84,-17,-1304,-435,-468,-383,-2007,-105,-13,12,-12,22,-37,-8,-1,-2,-11,27785,27783,27725,27504,26999,27253,27080,27134,26816,26386,11.705954318,11.739450519,11.621489144,11.528380411,11.762263016,11.611506234,11.431604078,11.231923402,9.1891264125,8.697887248,8.9433836461,9.0164336367,9.2436954886,8.8410084108,9.0111087664,8.9625618291,2.5168279059,3.0415632715,2.6781054977,2.5119467746,2.5185675272,2.7704978228,2.4204953118,2.2693615729,6.2236604096,5.8832115862,5.378383365,4.9274018909,6.2593113968,6.0153527815,3.5874354718,4.1924959987,-6.35729729,-5.910184239,-7.443581218,-5.615498142,-6.998301743,-6.618936778,-6.748095258,-4.357740773,-0.13363688,-0.026972653,-2.065197853,-0.688096251,-0.738990347,-0.603583997,-3.160659786,-0.165244775
050,1,1,44,009,Rhode Island,Washington County,126979,127094,127101,126525,126291,126433,126354,126184,126122,126369,126179,7,-576,-234,142,-79,-170,-62,247,-190,239,953,924,899,910,862,897,923,906,236,1076,1001,1061,1067,1251,1138,1117,1176,3,-123,-77,-162,-157,-389,-241,-194,-270,52,156,112,64,65,89,90,27,29,-40,-615,-263,261,36,145,96,425,60,12,-459,-151,325,101,234,186,452,89,-8,6,-6,-21,-23,-15,-7,-11,-9,6639,6639,6462,6547,6707,6814,6941,7033,7162,7047,7.5150024051,7.3096639453,7.1144806192,7.1997373283,6.8266953884,7.1104135455,7.3111516846,7.1748736874,8.4849345099,7.9188026074,8.3965116095,8.4418898124,9.9074198734,9.0207922126,8.847840121,9.3130810777,-0.969932105,-0.609138662,-1.28203099,-1.242152484,-3.080724485,-1.910378667,-1.536688436,-2.13820739,1.2301577914,0.8860198722,0.5064813789,0.514266952,0.7048444195,0.7134194193,0.2138690092,0.2296593123,-4.849660524,-2.080564521,2.0654943733,0.2848247734,1.1483420317,0.7609807139,3.3664566262,0.4751571978,-3.619502732,-1.194544649,2.5719757522,0.7990917254,1.8531864511,1.4744001332,3.5803256354,0.7048165101
